model,object_id,target_band,n_train_target_band,n_train_other_bands,n_heldout_target_band,heldout_indices,rmse,nrmse,crps,ncrps,object_flux_scale,nlpd,coverage_1sigma,coverage_2sigma,coverage_3sigma,z_score_mean,z_score_std,pit,notes,shuffle_repeat
mogp_shuffled_wavelength_control_seed4,60299807,r,18,25,5,[ 1  9 12 17 20],1.5930796784188186,0.288381623410567,1.0968103611335671,0.19854622264164837,5.52420663833618,2.2732272094200416,1.0,1.0,1.0,-0.29459391925278755,0.3507762975128665,[0.40161855 0.42543345 0.48388769 0.49166314 0.16490423],,4.0
same_total_train_budget_existing,60299807,r,5,13,5,[ 1  9 12 17 20],5.105133242402497,0.9241387183047333,3.662209469983823,0.6629385375574642,5.52420663833618,3.4491561175272594,1.0,1.0,1.0,-0.14814408260944906,0.40500805218563424,[0.55942317 0.68675092 0.26780854 0.34955439 0.35535199],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,105699563,r,17,0,5,[ 5  8 10 17 20],11.194724628818415,1.4217208261558172,8.07554817752514,1.0255879807044406,7.8740667104721025,4.192174200424394,0.8,1.0,1.0,-0.4895553772799531,0.456358106523316,[0.59177107 0.36837743 0.11985409 0.30171986 0.25831484],,
mogp_target_only,105699563,r,17,0,5,[ 5  8 10 17 20],11.19472261358972,1.4217205702234292,8.07555080407683,1.0255883142743463,7.8740667104721025,4.192175021154633,0.8,1.0,1.0,-0.4895567867142704,0.4563603835197379,[0.59177105 0.36837742 0.11985255 0.30172002 0.25831495],,
mogp_real_wavelength,105699563,r,17,25,5,[ 5  8 10 17 20],8.499323186739488,1.079407058545215,6.125223417980318,0.7778983393465649,7.8740667104721025,3.937571575935673,0.8,1.0,1.0,-0.40859568576382577,0.69744384925256,[0.59520017 0.42564938 0.07343757 0.63048276 0.16380636],,
mogp_independent_band_control,105699563,r,17,25,5,[ 5  8 10 17 20],12.10704522876804,1.537584792451186,8.09197323561698,1.027673949581234,7.8740667104721025,4.157224399651325,0.8,1.0,1.0,-0.5704035659338069,0.5110550948585906,[0.60700724 0.34771281 0.10055793 0.26088479 0.20809658],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,105699563,r,17,25,5,[ 5  8 10 17 20],11.232175522851582,1.4264770589145972,7.443738964186946,0.9453487299373724,7.8740667104721025,4.091290894755292,0.6,1.0,1.0,-0.4783251925764846,0.7345854888369038,[0.58215388 0.43549943 0.08804824 0.61074301 0.08612231],,0.0
mogp_shuffled_wavelength_control_seed1,105699563,r,17,25,5,[ 5  8 10 17 20],11.528772800617862,1.4641446693974778,7.562090921292517,0.9603793312082721,7.8740667104721025,4.1112767502227525,0.6,1.0,1.0,-0.5108936850475935,0.7981000432012335,[0.59565767 0.41645315 0.07276361 0.63217829 0.07108866],,1.0
mogp_shuffled_wavelength_control_seed2,105699563,r,17,25,5,[ 5  8 10 17 20],8.528563259220848,1.083120523715947,5.958904283784063,0.7567759460126275,7.8740667104721025,3.9068618949926885,0.6,1.0,1.0,-0.5579760680217764,0.674355561871345,[0.62002063 0.41061877 0.05766767 0.41359625 0.14085189],,2.0
mogp_shuffled_wavelength_control_seed3,105699563,r,17,25,5,[ 5  8 10 17 20],9.734313549761028,1.2362498195265343,6.802107738227771,0.8638620916408186,7.8740667104721025,4.03890632118094,0.6,1.0,1.0,-0.5142403655275891,0.6990241302000894,[0.59778566 0.41491943 0.07299616 0.53561109 0.10758725],,3.0
mogp_shuffled_wavelength_control_seed4,105699563,r,17,25,5,[ 5  8 10 17 20],12.242239034061628,1.5547542945985053,7.9289400150253915,1.0069688645741737,7.8740667104721025,4.135757885605795,0.6,1.0,1.0,-0.46109887657023163,0.800907481124918,[0.58138499 0.45383511 0.08738914 0.66958475 0.0698764 ],,4.0
same_total_train_budget_existing,105699563,r,5,12,5,[ 5  8 10 17 20],19.591909037502475,2.488156343842788,11.397044602199752,1.4474152964747264,7.8740667104721025,4.486768446635383,0.8,1.0,1.0,-0.4096969329851342,0.5202877572441387,[0.54005638 0.45625594 0.43007926 0.08363698 0.3149026 ],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,7779381,r,18,0,5,[12 14 15 18 20],2.724985416768006,0.6280083840642201,2.3398210029747966,0.5392422278797192,4.339090824127197,2.981326800796746,1.0,1.0,1.0,-0.29990435244923674,0.13341431970607875,[0.431486   0.44581576 0.36979532 0.3619737  0.30674223],,
mogp_target_only,7779381,r,18,0,5,[12 14 15 18 20],2.724982903726138,0.6280078049009875,2.3398203275845146,0.5392420722272313,4.339090824127197,2.981326752736591,1.0,1.0,1.0,-0.2999032624811516,0.13341420246198818,[0.43148587 0.44581589 0.36979757 0.3619737  0.30674205],,
mogp_real_wavelength,7779381,r,18,26,5,[12 14 15 18 20],2.0893947685800693,0.48152824019311663,2.3462858644604463,0.5407321394182614,4.339090824127197,3.0373392393642704,1.0,1.0,1.0,-0.16258458377273327,0.09129596975966649,[0.41333387 0.4377051  0.41751519 0.40499853 0.5045992 ],,
mogp_independent_band_control,7779381,r,18,26,5,[12 14 15 18 20],2.2954615020612366,0.5290190030818186,2.592330145742519,0.5974362489321626,4.339090824127197,3.1075703430756727,1.0,1.0,1.0,-0.23389935387375846,0.11523743320511273,[0.44454423 0.44962394 0.41086102 0.4090452  0.32704228],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,7779381,r,18,26,5,[12 14 15 18 20],2.056330019069249,0.47390803797772013,2.345385078575631,0.540524541577763,4.339090824127197,3.0369555577470737,1.0,1.0,1.0,-0.16154921820595283,0.08878598850673708,[0.4140056  0.43853877 0.41720882 0.40727035 0.50310909],,0.0
mogp_shuffled_wavelength_control_seed1,7779381,r,18,26,5,[12 14 15 18 20],2.0957692134152572,0.4829973140368221,2.3429922055177466,0.5399730728127906,4.339090824127197,3.0336990804742663,1.0,1.0,1.0,-0.14602490168521381,0.12493014248236856,[0.41256737 0.4377794  0.41703905 0.4049099  0.53885735],,1.0
mogp_shuffled_wavelength_control_seed2,7779381,r,18,26,5,[12 14 15 18 20],1.8505902186843828,0.4264926210795845,2.319894679254272,0.5346499470245396,4.339090824127197,3.0337472650684854,1.0,1.0,1.0,-0.14945138405415792,0.089689698803232,[0.41206052 0.4383535  0.41697072 0.42694898 0.50954669],,2.0
mogp_shuffled_wavelength_control_seed3,7779381,r,18,26,5,[12 14 15 18 20],2.0907327061632897,0.4818365853367077,2.34237621123036,0.539831108905522,4.339090824127197,3.034249917636692,1.0,1.0,1.0,-0.14530391536853557,0.12487087059977536,[0.41313986 0.43748734 0.41729362 0.40541016 0.53922781],,3.0
mogp_shuffled_wavelength_control_seed4,7779381,r,18,26,5,[12 14 15 18 20],2.087946383290102,0.4811944409368499,2.35310716174129,0.5423041962286224,4.339090824127197,3.0386952368126305,1.0,1.0,1.0,-0.14333014360022994,0.12579510069173866,[0.41337352 0.43786966 0.41810383 0.4062751  0.54081275],,4.0
same_total_train_budget_existing,7779381,r,5,13,5,[12 14 15 18 20],2.2208887516009876,0.5118327413779629,3.473154881951076,0.8004337827267528,4.339090824127197,3.5333136113970367,1.0,1.0,1.0,0.08299053395507042,0.2748326931698986,[0.50485457 0.42941191 0.51424863 0.47326442 0.72973051],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,14569980,r,24,0,6,[ 0  1  4  8 10 28],4.9953125518683805,0.8977115835200332,10.150344768790907,1.824126514817858,5.564496040344238,4.366218738195777,1.0,1.0,1.0,0.009166526143918932,0.2735005396140931,[0.50277202 0.52177961 0.68483704 0.49567101 0.49441424 0.32168765],,
mogp_target_only,14569980,r,24,0,6,[ 0  1  4  8 10 28],4.995302557053733,0.8977097873439598,10.15033867971653,1.824125420545469,5.564496040344238,4.366218899982714,1.0,1.0,1.0,0.009165920547004788,0.27349991228956866,[0.502772   0.52177962 0.68483596 0.49567113 0.49441424 0.32168733],,
mogp_real_wavelength,14569980,r,24,26,6,[ 0  1  4  8 10 28],4.564536727913048,0.8202965182864378,3.8515045902635543,0.6921569468895313,5.564496040344238,3.5718017210957975,1.0,1.0,1.0,0.016606717943414322,0.37551074131104906,[0.32926432 0.47993487 0.71851045 0.54310936 0.6328091  0.33211074],,
mogp_independent_band_control,14569980,r,24,26,6,[ 0  1  4  8 10 28],4.621295527924384,0.8304966872864367,7.500644075241009,1.3479467000891234,5.564496040344238,4.112380543600374,1.0,1.0,1.0,0.012035133550222695,0.3182863286267126,[0.49949213 0.52475745 0.7171012  0.49406206 0.49031875 0.30023984],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,14569980,r,24,26,6,[ 0  1  4  8 10 28],4.438256532679882,0.7976026041713774,3.741243093180401,0.6723417657331922,5.564496040344238,3.5429139004052765,1.0,1.0,1.0,0.024215791325185615,0.37878169006496687,[0.33057256 0.47968725 0.72483623 0.54366841 0.63682419 0.33637888],,0.0
mogp_shuffled_wavelength_control_seed1,14569980,r,24,26,6,[ 0  1  4  8 10 28],4.412754490691454,0.7930196119644406,3.83714341973227,0.6895760895347661,5.564496040344238,3.5749697894508707,1.0,1.0,1.0,0.02537447022130133,0.3639034156755539,[0.32959205 0.48016387 0.7148373  0.54263019 0.63675457 0.3514522 ],,1.0
mogp_shuffled_wavelength_control_seed2,14569980,r,24,26,6,[ 0  1  4  8 10 28],4.766059401745459,0.8565123179511895,3.9097183090182646,0.7026185804916839,5.564496040344238,3.57850355323689,1.0,1.0,1.0,0.01371721023755417,0.38380862616515465,[0.32581116 0.48013694 0.71707945 0.54687856 0.63740963 0.32279876],,2.0
mogp_shuffled_wavelength_control_seed3,14569980,r,24,26,6,[ 0  1  4  8 10 28],4.4414038907721105,0.7981682183922176,3.841054750435717,0.6902789978799403,5.564496040344238,3.5733301537896924,1.0,1.0,1.0,0.02625911224547788,0.36859343714631443,[0.32463615 0.47998768 0.71621477 0.54656651 0.63825756 0.35200345],,3.0
mogp_shuffled_wavelength_control_seed4,14569980,r,24,26,6,[ 0  1  4  8 10 28],4.5723689365034295,0.8217040507087084,3.8183215570214926,0.6861935976479333,5.564496040344238,3.5593933901222012,1.0,1.0,1.0,0.01985374008523048,0.38040023716305577,[0.32365507 0.47944202 0.7188514  0.54755035 0.63902589 0.3348408 ],,4.0
same_total_train_budget_existing,14569980,r,11,13,6,[ 0  1  4  8 10 28],5.095453356944956,0.9157079670829875,8.27803087015596,1.487651498022066,5.564496040344238,4.178518450436723,1.0,1.0,1.0,0.11492299066737684,0.33149494498568577,[0.49463239 0.52441924 0.78115466 0.38736869 0.47467332 0.5852555 ],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,26677569,r,20,0,5,[ 8  9 12 17 18],2.9893079218907115,0.4601905498882076,2.05768459665327,0.3167713165632799,6.495804667472839,2.865317875521704,1.0,1.0,1.0,0.29292969681980513,0.421710551141812,[0.53037251 0.66305939 0.39070143 0.84106472 0.59726061],,
mogp_target_only,26677569,r,20,0,5,[ 8  9 12 17 18],2.989308236988873,0.46019059839615656,2.057684583506166,0.3167713145393422,6.495804667472839,2.8653178869874187,1.0,1.0,1.0,0.29292960117343086,0.42171025409570523,[0.53037251 0.66305945 0.39070148 0.84106453 0.59726063],,
mogp_real_wavelength,26677569,r,20,28,5,[ 8  9 12 17 18],3.396224620485777,0.5228335509366635,2.843704499978146,0.43777555600120516,6.495804667472839,3.197717249921509,1.0,1.0,1.0,0.29794343429933645,0.39110324375305294,[0.52001285 0.58442632 0.43314196 0.83644855 0.66082494],,
mogp_independent_band_control,26677569,r,20,28,5,[ 8  9 12 17 18],2.825681641161188,0.4350010177046327,2.6207135506072623,0.4034470992839811,6.495804667472839,3.153167970488494,1.0,1.0,1.0,0.21525833134842828,0.35173001740497306,[0.50668135 0.59251915 0.42539419 0.80444175 0.5619959 ],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,26677569,r,20,28,5,[ 8  9 12 17 18],4.047620558982361,0.6231130346715101,4.92041883715943,0.7574764157854049,6.495804667472839,3.7137041092694845,1.0,1.0,1.0,0.28889686126024083,0.2824350509112592,[0.5656305  0.54642582 0.49013204 0.78242828 0.65796115],,0.0
mogp_shuffled_wavelength_control_seed1,26677569,r,20,28,5,[ 8  9 12 17 18],3.611986730577863,0.5560491602625558,3.43153629828887,0.5282696253894427,6.495804667472839,3.386679401676312,1.0,1.0,1.0,0.30254415811945057,0.3358521477795117,[0.53069508 0.56977701 0.47950031 0.81674885 0.65845873],,1.0
mogp_shuffled_wavelength_control_seed2,26677569,r,20,28,5,[ 8  9 12 17 18],3.3456249965504856,0.5150439657312055,4.752622647900675,0.7316449448825035,6.495804667472839,3.7013495118880875,1.0,1.0,1.0,0.18828469348722826,0.22555082073228458,[0.57545433 0.54846811 0.47527182 0.72844408 0.53317903],,2.0
mogp_shuffled_wavelength_control_seed3,26677569,r,20,28,5,[ 8  9 12 17 18],3.9388424022999393,0.6063671252344364,4.628768391551768,0.7125781375061833,6.495804667472839,3.648179950278096,1.0,1.0,1.0,0.24580910652177285,0.2320324034530311,[0.63966057 0.56246512 0.49003806 0.73851303 0.54001729],,3.0
mogp_shuffled_wavelength_control_seed4,26677569,r,20,28,5,[ 8  9 12 17 18],3.340109294048282,0.514194848064564,2.7681591752060806,0.42614569201370694,6.495804667472839,3.172503286539752,0.8,1.0,1.0,0.3088984497155558,0.3938944285270536,[0.51556558 0.58805827 0.44572534 0.8428447  0.66025634],,4.0
same_total_train_budget_existing,26677569,r,4,16,5,[ 8  9 12 17 18],3.57029194687569,0.5496304352798057,9.276418065505572,1.4280629637705096,6.495804667472839,4.4737869404816095,1.0,1.0,1.0,0.03305940397246787,0.09179624406438863,[0.52279514 0.54765985 0.44460757 0.53932234 0.51154641],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,76485976,r,20,0,5,[ 8 12 17 19 21],3.167406276532378,0.6145136459425488,2.3055551306037865,0.4473045026544447,5.154330253601074,2.9681244049092568,1.0,1.0,1.0,0.03626393799073354,0.4817472357634343,[0.38810828 0.57916194 0.43914295 0.81413671 0.31765057],,
mogp_target_only,76485976,r,20,0,5,[ 8 12 17 19 21],3.1674067512743433,0.61451373804801,2.3055549373964257,0.44730446516997024,5.154330253601074,2.9681242703553607,1.0,1.0,1.0,0.03626401659984561,0.4817473848284359,[0.38810823 0.57916205 0.43914295 0.81413679 0.31765056],,
mogp_real_wavelength,76485976,r,20,28,5,[ 8 12 17 19 21],2.2206976811215524,0.43084117079421935,1.6049864080123384,0.31138602476840016,5.154330253601074,2.6349463674913887,1.0,1.0,1.0,0.28833705569437557,0.38623209004114706,[0.3518246  0.57571439 0.65682397 0.7860497  0.66805284],,
mogp_independent_band_control,76485976,r,20,28,5,[ 8 12 17 19 21],2.9150589653973222,0.5655553334714467,1.9372199465411786,0.3758431942128154,5.154330253601074,2.796025055153881,0.8,1.0,1.0,0.15767261345559563,0.4748097507267599,[0.37281955 0.63023463 0.43924531 0.8422374  0.47188593],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,76485976,r,20,28,5,[ 8 12 17 19 21],2.4874941623854387,0.4826027902747501,1.672025284953992,0.324392346374358,5.154330253601074,2.639290304217734,1.0,1.0,1.0,0.30945322177716467,0.4548814683273492,[0.35460374 0.60339227 0.52616172 0.82262751 0.74761386],,0.0
mogp_shuffled_wavelength_control_seed1,76485976,r,20,28,5,[ 8 12 17 19 21],2.1609297814647657,0.4192455033231585,1.5896271624332936,0.30840615253993475,5.154330253601074,2.633335218980739,1.0,1.0,1.0,0.26952895541937844,0.3830695633026882,[0.35270989 0.56747559 0.613133   0.78010182 0.68993893],,1.0
mogp_shuffled_wavelength_control_seed2,76485976,r,20,28,5,[ 8 12 17 19 21],1.9863014250495286,0.38536557172715086,1.5194571228688059,0.2947923489782667,5.154330253601074,2.6009772476570054,1.0,1.0,1.0,0.25424035675244283,0.3600473869680587,[0.35449631 0.57707929 0.59254001 0.73224571 0.72450629],,2.0
mogp_shuffled_wavelength_control_seed3,76485976,r,20,28,5,[ 8 12 17 19 21],2.0780982078628636,0.40317521493912806,1.5444635865906053,0.2996438936972588,5.154330253601074,2.615398893316144,1.0,1.0,1.0,0.2560634090890782,0.3514205661681648,[0.35588562 0.59785875 0.59648283 0.74939602 0.68621246],,3.0
mogp_shuffled_wavelength_control_seed4,76485976,r,20,28,5,[ 8 12 17 19 21],2.1514012892509276,0.4173968650433003,1.5876866290367357,0.3080296664978923,5.154330253601074,2.6326195585011667,1.0,1.0,1.0,0.2693199081864135,0.38197178684301725,[0.35224099 0.56652347 0.61584044 0.7775766  0.6913703 ],,4.0
same_total_train_budget_existing,76485976,r,5,15,5,[ 8 12 17 19 21],2.332592807445115,0.45255012633609354,1.3563796202627159,0.26315341732615616,5.154330253601074,2.304309716121503,0.8,1.0,1.0,0.3971387682327019,0.6006945735333514,[0.30588676 0.46810559 0.74577502 0.78162203 0.87167277],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,84724459,r,23,0,6,[ 6 11 14 23 26 27],2.5642359272435833,0.40672169523154417,1.6352981630023837,0.25937989324575084,6.30464506149292,2.6040675510098725,0.8333333333333334,1.0,1.0,-0.427385564053577,0.41936276916612997,[0.5518091  0.53738294 0.29125628 0.28961225 0.14391832 0.26720973],,
mogp_target_only,84724459,r,23,0,6,[ 6 11 14 23 26 27],2.564236619425913,0.40672180502080635,1.6352981468264736,0.25937989068003775,6.30464506149292,2.6040673358273563,0.8333333333333334,1.0,1.0,-0.4273857285957483,0.41936270408519244,[0.55180912 0.53738296 0.29125618 0.28961198 0.1439185  0.26720947],,
mogp_real_wavelength,84724459,r,23,28,6,[ 6 11 14 23 26 27],2.7892937232655854,0.4424188350113225,1.6460080869780196,0.2610786286814773,6.30464506149292,2.5474019718783887,0.8333333333333334,1.0,1.0,-0.4882093980413402,0.4719279483124438,[0.53462223 0.5397264  0.29267488 0.1259413  0.16827137 0.3215028 ],,
mogp_independent_band_control,84724459,r,23,28,6,[ 6 11 14 23 26 27],2.6519231270222448,0.420630043587938,1.6710606571752924,0.26505229729452695,6.30464506149292,2.6163135678278024,0.8333333333333334,1.0,1.0,-0.43852475154819087,0.4258307121950307,[0.54954677 0.53781572 0.29340556 0.27979034 0.13986637 0.26019319],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,84724459,r,23,28,6,[ 6 11 14 23 26 27],2.742221075461595,0.43495249117358653,1.612844973549661,0.2558185207602701,6.30464506149292,2.5217419786246746,0.8333333333333334,1.0,1.0,-0.5093543801279373,0.4641351797164247,[0.50090806 0.54246381 0.28923754 0.11984844 0.16833632 0.31813282],,0.0
mogp_shuffled_wavelength_control_seed1,84724459,r,23,28,6,[ 6 11 14 23 26 27],2.5434299044944813,0.4034215851466514,1.5313026501709628,0.24288483098338848,6.30464506149292,2.4975627248044123,1.0,1.0,1.0,-0.4574197788949932,0.42722368128011334,[0.52101167 0.55039587 0.29096845 0.17459621 0.16777399 0.31769314],,1.0
mogp_shuffled_wavelength_control_seed2,84724459,r,23,28,6,[ 6 11 14 23 26 27],2.723791402185539,0.4320293015100447,1.6031298634465327,0.25427757594761674,6.30464506149292,2.5091796849411026,0.8333333333333334,1.0,1.0,-0.5223228360507988,0.4717692160549724,[0.49485904 0.55374181 0.28601717 0.12178524 0.15886695 0.29948623],,2.0
mogp_shuffled_wavelength_control_seed3,84724459,r,23,28,6,[ 6 11 14 23 26 27],2.4860636229743105,0.39432253500811965,1.5034554515481104,0.2384678973810616,6.30464506149292,2.4783135779539296,1.0,1.0,1.0,-0.48553139114978067,0.4062441991728926,[0.48908918 0.5417521  0.28587456 0.18683195 0.16001461 0.2941925 ],,3.0
mogp_shuffled_wavelength_control_seed4,84724459,r,23,28,6,[ 6 11 14 23 26 27],2.7614852802598797,0.4380080485618914,1.6198914882249944,0.2569361910821684,6.30464506149292,2.514380338305268,0.6666666666666666,1.0,1.0,-0.5349997841500826,0.4662452427626181,[0.4787901  0.55704915 0.2851831  0.12642397 0.15279028 0.28610858],,4.0
same_total_train_budget_existing,84724459,r,7,16,6,[ 6 11 14 23 26 27],5.920070521200722,0.939001397137949,3.28855491018165,0.5216082552001636,6.30464506149292,3.409155505600815,0.3333333333333333,0.8333333333333334,0.8333333333333334,-1.232214370171459,0.9420087918709652,[0.00060853 0.34446491 0.30956295 0.15388501 0.11593149 0.14788374],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,78480403,r,19,0,5,[ 5  9 11 19 21],3.2301120650577517,0.7453562185738135,1.9799562684998644,0.45687972661846066,4.33364877700805,2.766318634027344,0.8,1.0,1.0,0.28516556585321035,0.6078185230536475,[0.31099553 0.55798715 0.71329546 0.46781864 0.90159734],,
mogp_target_only,78480403,r,19,0,5,[ 5  9 11 19 21],3.230111519710576,0.7453560927336257,1.9799560106823217,0.4568796671264354,4.33364877700805,2.766318552499211,0.8,1.0,1.0,0.28516559681226156,0.6078183998455032,[0.31099556 0.55798715 0.71329545 0.46781875 0.9015973 ],,
mogp_real_wavelength,78480403,r,19,26,5,[ 5  9 11 19 21],3.484216482008498,0.8039914310762397,1.9871794461045766,0.4585464924263024,4.33364877700805,2.704377385087857,0.8,1.0,1.0,0.3561743481297276,0.6413889336202758,[0.30048171 0.57821001 0.52785406 0.73604299 0.9200638 ],,
mogp_independent_band_control,78480403,r,19,26,5,[ 5  9 11 19 21],3.179667718799719,0.7337160629327605,1.9399822949285457,0.44765563495154975,4.33364877700805,2.740881732667728,0.8,1.0,1.0,0.2991742674754154,0.6023533964271331,[0.3071566  0.55388315 0.73152675 0.49159445 0.8975927 ],Approximate independent-band control: wavelength length scale set near zero.,
mogp_shuffled_wavelength_control_seed0,78480403,r,19,26,5,[ 5  9 11 19 21],3.4741714359302462,0.801673512251912,1.9803323630710252,0.4569665113558755,4.33364877700805,2.7010663883764963,0.8,1.0,1.0,0.3484975322517691,0.6440928005912102,[0.30078599 0.53980345 0.54575675 0.741312   0.91959418],,0.0
mogp_shuffled_wavelength_control_seed1,78480403,r,19,26,5,[ 5  9 11 19 21],3.418099482802159,0.7887347726324083,1.9501410851668992,0.4499998005175851,4.33364877700805,2.6914182811798617,0.8,1.0,1.0,0.34078748715650314,0.6406022323723491,[0.30253728 0.53809086 0.54699141 0.7254652  0.92046563],,1.0
mogp_shuffled_wavelength_control_seed2,78480403,r,19,26,5,[ 5  9 11 19 21],3.452834474495111,0.7967499564833094,1.9703403577475753,0.45466083181477795,4.33364877700805,2.701774390279847,0.8,1.0,1.0,0.3440836824188455,0.6394264287670657,[0.30113624 0.54786617 0.54502483 0.7268871  0.91995296],,2.0
mogp_shuffled_wavelength_control_seed3,78480403,r,19,26,5,[ 5  9 11 19 21],3.42418467737612,0.7901389460869452,1.959214106290147,0.45209342221839854,4.33364877700805,2.696847594280924,0.8,1.0,1.0,0.3558114634401347,0.6392127100852036,[0.30174177 0.55120038 0.55827151 0.72927655 0.92110528],,3.0
mogp_shuffled_wavelength_control_seed4,78480403,r,19,26,5,[ 5  9 11 19 21],3.421901484498435,0.789612093774917,1.957342274752849,0.4516614925365958,4.33364877700805,2.695710978775943,0.8,1.0,1.0,0.3632541839425222,0.6371166093905017,[0.30583659 0.55237099 0.56234985 0.73196448 0.92170132],,4.0
same_total_train_budget_existing,78480403,r,4,15,5,[ 5  9 11 19 21],3.6637784138353013,0.8454257837583167,2.1416682059423233,0.4941951496634507,4.33364877700805,2.6762817228147346,0.6,1.0,1.0,0.5588660142453193,0.847065596998231,[0.16735453 0.63510247 0.90884401 0.77614262 0.90669987],"Fixed-total-budget comparison, not an isolated cross-band covariance test.",
single_band_gp,92798777,r,17,0,5,[ 0  2  6 11 12],77.56561660387688,0.9652246961475621,41.70086749216853,0.5189246075329506,80.36016578674315,5.683850119449535,0.4,1.0,1.0,0.842997143604269,0.8796388934194412,[0.97455554 0.53176374 0.84672004 0.34803124 0.93955401],,
mogp_target_only,92798777,r,17,0,5,[ 0  2  6 11 12],77.56562096545521,0.9652247504229396,41.700861934832005,0.5189245383775865,80.36016578674315,5.683846035232176,0.4,1.0,1.0,0.8429944702799765,0.8796355405047502,[0.97455473 0.53176408 0.84672005 0.34803096 0.93955402],,
mogp_real_wavelength,92798777,r,17,25,5,[ 0  2  6 11 12],64.67936443354763,0.8048684793059206,28.066369692527577,0.349257239799742,80.36016578674315,4.847206690061794,0.4,1.0,1.0,0.4495284759393021,1.1174891259200523,[0.876851   0.55421277 0.78175974 0.06220641 0.95639517],,
